Index,Unique_URLS,Total_Number_Requests,Total_Server_OK_Requests,Total_Server_Error_Requests,Total_Client_Eror_Requests,Country
2730,3,34,34,0,0,CH
2731,24,34,25,0,0,CA
2732,23,34,32,0,0,HK
2733,6,34,31,0,3,US
2734,13,34,34,0,0,US
2735,10,34,34,0,0,NL
2736,2,34,12,0,0,DE
2737,13,34,30,0,4,NZ
2738,16,34,27,0,0,US
2739,17,34,31,0,2,US
2740,14,34,32,0,0,JP
2741,12,34,33,0,0,IN
2742,21,34,31,0,2,US
2743,28,34,32,0,0,US
2744,23,34,32,0,0,US
2745,24,34,30,0,0,US
2746,18,34,29,2,2,US
2747,18,34,33,0,0,US
2748,12,34,29,0,0,US
2749,14,34,19,0,0,US
2750,2,34,33,0,0,US
2751,28,34,25,0,1,US
2752,12,34,17,0,0,TH
2753,1,34,0,0,0,NL
2754,17,34,23,0,0,NL
2755,20,34,33,0,0,PE
2756,9,34,29,0,0,PE
2757,5,34,33,0,0,PE
2758,3,34,34,0,0,TR
2759,19,34,14,0,13,KE
2760,30,34,29,2,0,US
2761,1,34,34,0,0,US
2762,1,34,34,0,0,US
2763,19,34,28,0,1,US
2764,4,34,34,0,0,PE
2765,7,34,34,0,0,AU
2766,22,34,34,0,0,US
2767,33,34,29,0,0,US
2768,26,34,30,0,0,MY
2769,7,34,28,0,0,US
2770,6,34,32,0,1,DE
2771,21,34,28,0,0,SG
2772,8,34,34,0,0,US
2773,19,34,30,0,4,CN
2774,3,34,34,0,0,DE
2775,11,34,18,0,0,US
2776,8,34,8,0,0,US
2777,5,34,0,0,0,US
2778,2,34,16,2,0,NL
2779,9,34,31,1,0,US
2780,15,34,22,0,0,US
2781,28,34,25,0,0,US
2782,6,34,24,1,0,US
2783,17,34,33,0,0,US
2784,10,34,26,0,0,US
2785,33,34,23,0,3,US
2786,15,34,26,0,0,BE
2787,14,34,30,0,0,US
2788,20,34,31,0,0,US
2789,6,34,29,0,1,US
2790,18,34,25,0,7,US
2791,17,34,32,0,0,US
2792,3,34,34,0,0,DE
2793,3,34,34,0,0,DE
2794,2,34,34,0,0,DE
2795,2,34,1,0,0,NL
2796,1,33,2,0,31,MY
2797,24,33,31,0,0,JP
2798,14,33,33,0,0,US
2799,9,33,33,0,0,US
2800,16,33,28,0,0,US
2801,11,33,27,0,0,US
2802,12,33,25,0,3,US
2803,15,33,28,0,0,US
2804,19,33,31,0,1,US
2805,15,33,30,0,0,US
2806,12,33,21,0,1,US
2807,20,33,21,0,0,US
2808,16,33,28,0,0,US
2809,29,33,25,0,6,US
2810,33,33,33,0,0,JP
2811,12,33,33,0,0,PH
2812,4,33,33,0,0,US
2813,23,33,27,1,1,JP
2814,3,33,33,0,0,US
2815,2,33,31,0,0,US
2816,24,33,21,0,2,CA
2817,14,33,20,0,0,US
2818,33,33,28,0,0,CA
2819,4,33,8,0,0,US
2820,21,33,32,0,0,US
2821,19,33,32,0,0,US
2822,23,33,33,0,0,US
2823,22,33,31,0,0,US
2824,21,33,31,0,0,US
2825,21,33,27,0,1,US
2826,18,33,23,0,1,US
2827,19,33,25,0,0,US
2828,22,33,24,0,0,US
2829,14,33,26,0,6,US
2830,13,33,30,0,0,US
2831,33,33,33,0,0,CH
2832,21,33,20,0,0,US
2833,9,33,16,0,0,MX
2834,7,33,32,0,0,PE
2835,31,33,30,0,0,CA
2836,26,33,25,0,0,FR
2837,15,33,23,0,0,BR
2838,4,33,33,0,0,BR
2839,31,33,31,0,0,SG
2840,15,33,33,0,0,HK
2841,2,33,33,0,0,US
2842,1,33,33,0,0,CA
2843,15,33,32,0,0,CA
2844,21,33,24,0,0,US
2845,32,33,28,0,0,US
2846,25,33,33,0,0,JP
2847,14,33,32,0,0,AU
2848,1,33,33,0,0,NZ
2849,2,33,32,0,0,US
2850,9,33,26,0,0,US
2851,1,33,33,0,0,US
2852,12,33,32,0,0,SG
2853,27,33,33,0,0,US
2854,10,33,32,0,1,JP
2855,14,33,30,0,0,US
2856,2,33,33,0,0,SG
2857,23,33,25,0,0,US
2858,1,33,33,0,0,PR
2859,15,33,33,0,0,US
2860,9,33,11,0,0,US
2861,1,33,33,0,0,FI
2862,4,33,3,0,0,US
2863,4,33,19,0,11,US
2864,26,33,25,0,0,US
2865,15,33,4,27,0,US
2866,9,33,14,3,0,US
2867,31,33,1,0,31,US
2868,32,33,17,0,1,US
2869,33,33,17,2,13,US
2870,14,33,24,0,0,US
2871,31,33,31,2,0,US
2872,10,33,33,0,0,DK
2873,2,33,32,0,0,BG
2874,2,33,33,0,0,DE
2875,2,33,33,0,0,DE
2876,2,33,33,0,0,DE
2877,1,33,0,0,0,IS
2878,16,33,31,0,0,GB
2879,12,33,29,0,0,CH
2880,1,32,32,0,0,US
2881,2,32,32,0,0,US
2882,9,32,28,1,0,US
2883,12,32,31,0,0,US
2884,13,32,28,0,2,US
2885,16,32,25,0,0,US
2886,23,32,23,0,2,US
2887,21,32,26,0,0,US
2888,11,32,30,0,0,GB
2889,31,32,30,0,0,JP
2890,29,32,25,0,0,JP
2891,11,32,31,0,1,JP
2892,7,32,30,1,0,JP
2893,20,32,31,0,0,JP
2894,4,32,20,8,0,CN
2895,16,32,27,0,2,JP
2896,1,32,0,0,0,NL
2897,2,32,0,0,0,US
2898,11,32,30,0,0,AU
2899,9,32,32,0,0,US
2900,16,32,29,0,2,US
2901,20,32,27,0,2,US
2902,18,32,29,1,2,US
2903,21,32,27,1,2,US
2904,18,32,28,0,1,US
2905,21,32,29,0,0,US
2906,21,32,30,0,0,US
2907,22,32,31,0,0,US
2908,18,32,24,3,0,US
2909,14,32,14,0,2,US
2910,5,32,31,0,0,US
2911,7,32,21,0,0,US
2912,32,32,28,0,0,US
2913,6,32,30,0,1,AU
2914,8,32,29,0,0,CN
2915,6,32,16,0,0,AR
2916,7,32,32,0,0,PE
2917,18,32,30,0,0,US
2918,25,32,19,2,5,US
2919,5,32,32,0,0,FR
2920,12,32,24,0,0,BR
2921,4,32,32,0,0,JP
2922,23,32,32,0,0,SG
2923,14,32,29,0,0,AU
2924,4,32,15,1,0,US
2925,32,32,29,0,1,US
2926,13,32,29,0,0,JP
2927,2,32,16,0,0,US
2928,2,32,32,0,0,CA
2929,16,32,29,0,0,US
2930,16,32,26,0,0,US
2931,15,32,32,0,0,US
2932,19,32,26,0,0,US
2933,6,32,31,0,1,AU
2934,8,32,31,0,1,AU
2935,5,32,31,0,1,TW
2936,9,32,31,0,1,US
2937,13,32,22,1,3,US
2938,7,32,7,0,0,US
2939,19,32,22,0,1,US
2940,13,32,2,27,3,US
2941,11,32,30,0,0,US
2942,29,32,28,0,0,US
2943,5,32,16,0,0,BE
2944,5,32,31,0,0,US
2945,12,32,31,0,0,US
2946,4,32,14,1,0,US
2947,13,31,27,0,0,AU
2948,6,31,28,0,1,KR
2949,7,31,31,0,0,US
2950,3,31,30,0,1,US
2951,10,31,28,0,0,US
2952,14,31,29,0,0,US
2953,16,31,26,0,2,US
2954,18,31,26,0,0,US
2955,20,31,24,0,2,US
2956,27,31,21,0,2,US
2957,13,31,30,0,0,US
2958,18,31,30,0,0,US
2959,21,31,9,11,2,US
2960,12,31,28,0,0,JP
2961,23,31,29,0,0,JP
2962,26,31,31,0,0,JP
2963,13,31,20,0,0,CN
2964,2,31,31,0,0,NZ
2965,20,31,29,0,0,JP
2966,17,31,30,0,0,US
2967,1,31,0,0,0,IS
2968,2,31,31,0,0,US
2969,7,31,29,0,2,US
2970,11,31,31,0,0,US
2971,25,31,30,0,0,JP
2972,28,31,26,0,0,CA
2973,2,31,17,14,0,CA
2974,21,31,29,0,0,US
2975,7,31,31,0,0,TW
2976,16,31,30,0,0,US
2977,20,31,30,0,0,US
2978,22,31,29,0,0,US
2979,22,31,27,0,2,US
2980,20,31,26,0,2,US
2981,20,31,25,0,1,US
2982,22,31,24,0,0,US
2983,17,31,16,0,3,US
2984,1,31,31,0,0,US
2985,8,31,15,0,0,AU
2986,8,31,31,0,0,PE
2987,1,31,31,0,0,DK
2988,21,31,30,0,0,PE
2989,8,31,24,6,1,HK
2990,12,31,26,0,0,HK
2991,18,31,29,0,0,CA
2992,29,31,29,0,0,US
2993,9,31,30,0,1,NZ
2994,22,31,27,0,0,JP
2995,31,31,0,0,0,US
2996,6,31,31,0,0,RU
2997,30,31,14,0,4,US
2998,9,31,29,0,1,JP
2999,7,31,27,0,0,HK
3000,19,31,24,1,0,US
3001,12,31,15,0,1,US
3002,13,31,31,0,0,SG
3003,2,31,6,0,1,US
3004,5,31,5,0,0,US
3005,3,31,30,0,0,US
3006,2,31,29,0,2,US
3007,3,31,19,0,0,NL
3008,2,31,29,0,0,TW
3009,3,31,27,2,0,US
3010,2,31,31,0,0,US
3011,10,31,28,1,0,US
3012,21,31,25,0,4,US
3013,4,31,27,0,1,US
3014,3,31,1,0,0,US
3015,11,31,31,0,0,US
3016,2,31,31,0,0,DE
3017,2,31,31,0,0,DE
3018,3,31,31,0,0,DE
3019,3,31,31,0,0,DE
3020,1,31,31,0,0,DE
3021,1,31,31,0,0,DE
3022,2,31,6,0,0,IS
3023,23,30,28,1,1,JP
3024,9,30,26,4,0,US
3025,5,30,27,0,0,US
3026,13,30,26,0,0,US
3027,8,30,25,1,0,US
3028,16,30,21,0,1,US
3029,13,30,20,0,0,US
3030,14,30,27,0,0,US
3031,13,30,24,0,0,US
3032,18,30,25,0,0,US
3033,19,30,24,0,1,US
3034,10,30,6,0,2,US
3035,12,30,24,0,0,US
3036,3,30,30,0,0,US
3037,6,30,28,0,0,US
3038,4,30,29,0,0,CN
3039,11,30,27,0,0,JP
3040,21,30,28,0,0,US
3041,12,30,26,0,0,TH
3042,1,30,30,0,0,CN
3043,2,30,30,0,0,US
3044,1,30,0,0,0,NL
3045,1,30,0,0,0,NL
3046,1,30,0,0,0,IS
3047,3,30,30,0,0,US
3048,9,30,30,0,0,LU
3049,23,30,25,0,0,JP
3050,9,30,29,0,0,JP
3051,20,30,29,0,0,US
3052,22,30,28,1,0,US
3053,16,30,26,1,0,US
3054,20,30,28,0,0,US
3055,21,30,26,1,1,US
3056,17,30,29,0,1,US
3057,20,30,27,0,1,US
3058,23,30,22,0,0,US
3059,19,30,23,0,2,US
3060,3,30,30,0,0,US
3061,5,30,30,0,0,RU
3062,3,30,29,0,1,CN
3063,8,30,26,0,3,CN
3064,8,30,27,0,1,CN
3065,8,30,30,0,0,FR
3066,6,30,30,0,0,PE
3067,8,30,30,0,0,PE
3068,7,30,30,0,0,US
3069,5,30,26,0,0,CR
3070,18,30,30,0,0,AU
3071,18,30,28,0,0,JP
3072,29,30,30,0,0,AU
3073,3,30,30,0,0,RU
3074,23,30,25,0,0,US
3075,25,30,30,0,0,US
3076,8,30,30,0,0,US
3077,16,30,23,0,0,US
3078,25,30,23,0,1,US
3079,6,30,29,0,1,US
3080,5,30,29,0,1,US
3081,7,30,30,0,0,SG
3082,15,30,30,0,0,US
3083,2,30,6,0,0,US
3084,17,30,16,0,0,US
3085,14,30,13,0,2,US
3086,24,30,23,0,0,US
3087,2,30,30,0,0,FI
3088,4,30,30,0,0,TW
3089,14,30,27,0,1,US
3090,12,30,23,1,0,US
3091,3,30,27,0,0,US
3092,13,30,7,20,0,US
3093,27,30,19,0,0,US
3094,20,30,25,0,0,BE
3095,10,30,26,0,0,BE
3096,22,30,30,0,0,US
3097,6,30,29,0,0,US
3098,4,30,23,0,0,CA
3099,21,30,29,1,0,US
3100,5,30,29,0,0,US
3101,5,30,30,0,0,US
3102,3,30,30,0,0,DE
3103,3,30,30,0,0,DE
3104,2,30,30,0,0,DE
3105,2,30,30,0,0,DE
3106,5,30,18,0,0,FR
3107,25,30,29,0,0,IS
3108,1,30,0,0,0,IS
3109,1,30,0,0,0,IS
3110,1,30,0,0,0,NL
3111,6,29,15,0,0,US
3112,15,29,23,0,0,US
3113,11,29,27,0,2,US
3114,14,29,27,0,0,US
3115,17,29,23,0,1,US
3116,17,29,24,0,4,US
3117,15,29,23,0,2,US
3118,19,29,21,0,3,US
3119,11,29,23,0,0,US
3120,15,29,21,0,0,US
3121,5,29,26,0,1,US
3122,12,29,17,0,0,US
3123,12,29,23,0,0,JP
3124,12,29,28,0,0,US
3125,10,29,29,0,0,HK
3126,5,29,29,0,0,AU
3127,3,29,0,0,0,US
3128,1,29,0,0,0,IS
3129,14,29,20,0,3,DE
3130,6,29,29,0,0,US
3131,13,29,29,0,0,IN
3132,12,29,26,0,0,US
3133,21,29,26,0,1,US
3134,19,29,26,0,0,US
3135,18,29,25,0,1,US
3136,16,29,24,0,5,US
3137,24,29,26,0,0,US
3138,19,29,21,1,0,US
3139,18,29,17,0,0,US
3140,18,29,28,0,0,US
3141,20,29,27,0,1,US
3142,15,29,21,0,1,US
3143,21,29,20,0,0,US
3144,3,29,18,0,0,US
3145,11,29,23,1,1,US
3146,16,29,18,0,0,GB
3147,27,29,27,0,0,MX
3148,7,29,26,0,2,CN
3149,8,29,29,0,0,JP
3150,7,29,26,0,0,LB
3151,14,29,28,0,0,AR
3152,8,29,29,0,0,PE
3153,4,29,27,0,0,PE
3154,20,29,28,0,0,PE
3155,5,29,29,0,0,PE
3156,4,29,28,0,0,EC
3157,24,29,17,1,0,LU
3158,17,29,28,0,0,GB
3159,14,29,28,0,0,US
3160,13,29,29,0,0,US
3161,24,29,28,0,0,JP
3162,25,29,25,0,0,US
3163,10,29,28,0,0,US
3164,28,29,20,0,0,US
3165,1,29,29,0,0,SK
3166,2,29,22,1,0,NG
3167,10,29,25,3,0,NG
3168,20,29,27,0,1,SG
3169,3,29,29,0,0,US
3170,15,29,29,0,0,US
3171,2,29,28,0,0,DE
3172,21,29,21,0,0,GB
3173,8,29,29,0,0,RU
3174,4,29,29,0,0,RU
3175,29,29,29,0,0,US
3176,21,29,22,0,6,PA
3177,12,29,28,0,0,US
3178,2,29,28,0,1,US
3179,20,29,24,0,1,NL
3180,24,29,29,0,0,US
3181,11,29,21,0,0,US
3182,17,29,25,0,1,US
3183,3,29,23,0,0,US
3184,5,29,19,1,1,US
3185,7,29,29,0,0,US
3186,20,29,26,0,0,US
3187,29,29,21,3,0,US
3188,29,29,17,0,0,US
3189,1,29,0,0,0,US
3190,8,29,22,0,1,US
3191,12,29,28,0,0,US
3192,2,29,29,0,0,DE
3193,2,29,29,0,0,DE
3194,1,29,29,0,0,DE
3195,2,29,29,0,0,DE
3196,2,29,29,0,0,DE
3197,2,29,29,0,0,DE
3198,1,29,29,0,0,DE
3199,2,29,29,0,0,DE
3200,2,29,0,0,7,NL
3201,1,29,0,0,0,NL
3202,4,29,23,0,0,US
3203,16,28,17,4,7,US
3204,18,28,21,5,1,US
3205,28,28,28,0,0,US
3206,15,28,26,0,2,US
3207,10,28,25,0,0,US
3208,7,28,12,2,0,US
3209,21,28,17,0,3,US
3210,16,28,14,0,2,US
3211,12,28,24,0,0,US
3212,12,28,20,0,0,US
3213,16,28,25,0,0,US
3214,4,28,24,0,0,US
3215,28,28,28,0,0,US
3216,9,28,16,0,0,US
3217,13,28,23,0,0,US
3218,9,28,11,0,1,IN
3219,8,28,16,0,0,CN
3220,5,28,28,0,0,JP
3221,12,28,26,0,0,JP
3222,2,28,14,0,0,CN
3223,15,28,16,0,8,US
3224,14,28,28,0,0,US
3225,25,28,26,0,0,US
3226,23,28,21,0,4,CA
3227,1,28,19,0,0,CN
3228,2,28,28,0,0,US
3229,14,28,18,0,0,US
3230,5,28,28,0,0,US
3231,21,28,22,0,0,CA
3232,3,28,24,0,0,FR
3233,3,28,28,0,0,DE
3234,3,28,28,0,0,DE
3235,8,28,25,0,0,AU
3236,18,28,26,1,1,US
3237,18,28,21,0,2,US
3238,21,28,26,0,1,US
3239,21,28,24,0,2,US
3240,14,28,26,0,0,US
3241,20,28,21,0,1,US
3242,16,28,24,1,0,US
3243,19,28,28,0,0,US
3244,20,28,22,0,0,US
3245,14,28,22,0,0,US
3246,16,28,21,0,1,US
3247,14,28,28,0,0,US
3248,16,28,28,0,0,US
3249,11,28,28,0,0,CA
3250,12,28,24,0,2,PL
3251,4,28,27,0,0,GB
3252,16,28,27,0,1,PE
3253,3,28,28,0,0,PE
3254,3,28,27,0,0,PE
3255,7,28,28,0,0,PE
3256,2,28,28,0,0,DE
3257,18,28,27,0,0,US
3258,4,28,28,0,0,JP
3259,10,28,26,0,0,SG
3260,10,28,28,0,0,AU
3261,8,28,26,0,0,JP
3262,11,28,27,0,0,NZ
3263,2,28,28,0,0,RU
3264,17,28,26,1,0,CA
3265,7,28,26,0,0,US
3266,18,28,23,0,0,SG
3267,1,28,28,0,0,DE
3268,1,28,28,0,0,NL
3269,6,28,28,0,0,RU
3270,17,28,28,0,0,US
3271,23,28,28,0,0,US
3272,21,28,18,0,1,US
3273,27,28,28,0,0,DE
3274,3,28,27,0,0,SG
3275,6,28,25,0,2,SG
3276,12,28,25,0,0,US
3277,11,28,28,0,0,US
3278,9,28,22,0,1,US
3279,1,28,28,0,0,FI
3280,10,28,27,1,0,NL
3281,8,28,28,0,0,NL
3282,17,28,28,0,0,US
3283,9,28,26,0,2,US
3284,10,28,26,0,0,US
3285,12,28,27,0,0,US
3286,14,28,20,0,1,US
3287,23,28,5,0,0,US
3288,27,28,20,0,0,US
3289,3,28,3,0,0,BE
3290,8,28,20,0,0,US
3291,13,28,16,11,0,US
3292,3,28,18,0,0,DE
3293,11,28,28,0,0,BG
3294,1,28,28,0,0,US
3295,2,28,28,0,0,DE
3296,2,28,28,0,0,DE
3297,2,28,28,0,0,DE
3298,2,28,28,0,0,DE
3299,1,28,28,0,0,DE
3300,1,28,28,0,0,DE
3301,2,28,28,0,0,DE
3302,1,28,28,0,0,DE
3303,1,28,28,0,0,DE
3304,1,28,28,0,0,DE
3305,2,28,28,0,0,DE
3306,5,28,3,2,4,NL
3307,1,28,28,0,0,RU
3308,8,28,28,0,0,RU
3309,18,28,19,0,0,FR
3310,14,27,25,0,0,US
3311,2,27,27,0,0,US
3312,13,27,21,0,2,US
3313,17,27,24,0,1,US
3314,14,27,20,2,0,US
3315,11,27,20,0,1,US
3316,11,27,13,0,1,US
3317,10,27,21,0,0,US
3318,17,27,25,0,0,US
3319,16,27,24,0,0,US
3320,16,27,27,0,0,US
3321,3,27,25,0,0,GB
3322,12,27,24,0,0,DE
3323,15,27,24,0,1,US
3324,2,27,27,0,0,IE
3325,1,27,27,0,0,IN
3326,27,27,25,0,0,JP
3327,16,27,27,0,0,JP
3328,23,27,27,0,0,JP
3329,2,27,27,0,0,US
3330,19,27,26,0,0,AU
3331,20,27,19,1,0,CA
3332,18,27,23,0,0,GB
3333,11,27,23,0,2,US
3334,27,27,27,0,0,JP
3335,4,27,27,0,0,JP
3336,9,27,26,0,0,US
3337,13,27,27,0,0,IS
3338,4,27,26,0,1,US
3339,16,27,25,1,1,US
3340,27,27,18,0,0,US
3341,13,27,27,0,0,HK
3342,8,27,26,0,1,AU
3343,19,27,22,0,0,US
3344,18,27,24,0,0,US
3345,14,27,19,0,1,US
3346,19,27,24,1,2,US
3347,20,27,21,0,0,US
3348,16,27,26,0,1,US
3349,14,27,17,0,0,US
3350,18,27,24,0,0,US
3351,14,27,19,2,0,US
3352,7,27,23,0,2,CN
3353,4,27,27,0,0,IN
3354,5,27,27,0,0,GT
3355,4,27,27,0,0,PE
3356,3,27,27,0,0,PE
3357,6,27,27,0,0,PE
3358,7,27,27,0,0,PE
3359,17,27,27,0,0,DE
3360,8,27,27,0,0,CZ
3361,6,27,27,0,0,DK
3362,6,27,24,0,0,US
3363,13,27,27,0,0,US
3364,10,27,27,0,0,US
3365,2,27,27,0,0,BR
3366,9,27,19,0,5,EC
3367,5,27,27,0,0,JP
3368,17,27,25,0,0,ID
3369,10,27,26,0,0,ID
3370,13,27,26,0,0,IN
3371,13,27,27,0,0,TH
3372,17,27,24,0,0,US
3373,25,27,17,1,1,US
3374,22,27,27,0,0,JP
3375,13,27,23,0,1,US
3376,23,27,24,0,0,US
3377,13,27,13,1,1,US
3378,11,27,19,1,0,SG
3379,22,27,27,0,0,US
3380,14,27,9,2,1,US
3381,6,27,24,0,0,US
3382,3,27,27,0,0,US
3383,5,27,26,0,0,TW
3384,19,27,19,0,1,TW
3385,11,27,24,0,0,US
3386,8,27,26,0,1,US
3387,11,27,21,0,1,US
3388,12,27,25,0,0,US
3389,14,27,22,0,0,US
3390,14,27,24,1,2,US
3391,9,27,26,0,0,US
3392,7,27,27,0,0,US
3393,12,27,24,0,1,US
3394,19,27,6,0,0,US
3395,19,27,18,0,6,US
3396,18,27,21,0,6,US
3397,2,27,27,0,0,DE
3398,3,27,26,1,0,DE
3399,1,27,27,0,0,DE
3400,1,27,27,0,0,DE
3401,3,27,27,0,0,DE
3402,2,27,27,0,0,DE
3403,1,27,27,0,0,DE
3404,3,27,26,1,0,DE
3405,1,27,26,1,0,DE
3406,6,27,27,0,0,DE
3407,1,27,27,0,0,DE
3408,5,27,25,0,0,DE
3409,3,27,27,0,0,DE
3410,1,27,0,0,27,DE
3411,2,27,27,0,0,DE
3412,2,27,27,0,0,DE
3413,1,27,0,0,0,IS
3414,1,27,0,0,0,NL
3415,1,27,0,0,0,NL
3416,1,27,0,2,1,UA
3417,9,27,27,0,0,RU
3418,5,26,26,0,0,US
3419,15,26,21,0,3,US
3420,2,26,26,0,0,US
3421,19,26,18,0,1,US
3422,4,26,2,0,0,US
3423,5,26,2,0,0,US
3424,10,26,21,0,0,US
3425,10,26,20,0,0,US
3426,16,26,19,0,0,US
3427,17,26,19,0,1,US
3428,20,26,15,0,0,US
3429,16,26,18,0,1,US
3430,8,26,20,0,0,US
3431,12,26,17,0,0,US
3432,10,26,20,0,0,US
3433,21,26,23,0,0,US
3434,4,26,22,0,0,US
3435,16,26,25,0,0,US
3436,18,26,18,0,0,US
3437,3,26,26,0,0,PH
3438,3,26,26,0,0,CN
3439,25,26,20,0,6,SG
3440,23,26,22,0,2,SG
3441,22,26,25,0,0,SG
3442,14,26,24,0,2,NZ
3443,10,26,24,0,0,US
3444,18,26,23,0,0,US
3445,2,26,0,0,0,IS
3446,2,26,26,0,0,US
3447,5,26,25,0,0,US
3448,17,26,25,0,0,JP
3449,11,26,16,0,2,MX
3450,12,26,26,0,0,US
3451,13,26,24,0,1,US
3452,22,26,22,1,2,US
3453,22,26,23,0,0,US
3454,16,26,21,0,1,US
3455,17,26,20,2,0,US
3456,19,26,21,0,0,US
3457,18,26,24,0,1,US
3458,9,26,5,0,0,US
3459,21,26,21,0,0,US
3460,24,26,25,1,0,US
3461,22,26,24,0,0,PH
3462,11,26,26,0,0,BR
3463,20,26,23,0,0,BR
3464,3,26,25,1,0,GT
3465,14,26,26,0,0,VE
3466,7,26,26,0,0,PE
3467,9,26,25,0,0,PE
3468,11,26,26,0,0,DE
3469,8,26,23,0,1,MZ
3470,3,26,19,0,0,ZA
3471,12,26,25,0,0,CA
3472,18,26,24,0,0,US
3473,16,26,25,0,0,JP
3474,22,26,25,0,0,AU
3475,10,26,26,0,0,AU
3476,15,26,24,0,0,MY
3477,11,26,26,0,0,ID
3478,4,26,20,0,0,US
3479,3,26,17,0,0,US
3480,14,26,18,0,6,US
3481,26,26,26,0,0,US
3482,9,26,24,0,0,JP
3483,11,26,21,0,1,JP
3484,9,26,26,0,0,NZ
3485,9,26,23,3,0,TW
3486,16,26,15,0,1,GB
3487,17,26,20,0,1,US
3488,3,26,26,0,0,RU
3489,9,26,26,0,0,US
3490,9,26,20,0,0,US
3491,7,26,13,0,3,KR
3492,6,26,24,2,0,US
3493,16,26,18,0,1,US
3494,6,26,7,0,0,US
3495,9,26,21,0,1,US
3496,12,26,22,0,0,NL
3497,2,26,1,0,0,US
3498,10,26,24,0,0,US
3499,15,26,23,0,2,US
3500,18,26,22,0,1,US
3501,21,26,17,0,0,US
3502,7,26,24,0,1,US
3503,17,26,25,0,0,US
3504,9,26,24,0,2,US
3505,8,26,21,0,4,US
3506,4,26,3,0,0,US
3507,4,26,6,0,1,US
3508,14,26,24,0,0,US
3509,23,26,17,0,0,US
3510,20,26,22,0,0,US
3511,15,26,26,0,0,US
3512,13,26,25,0,0,US
3513,5,26,21,0,0,US
3514,11,26,24,0,1,US
3515,7,26,25,0,0,US
3516,15,26,25,0,0,US
3517,19,26,11,0,0,US
3518,1,26,26,0,0,US
3519,1,26,26,0,0,DE
3520,3,26,26,0,0,DE
3521,1,26,26,0,0,DE
3522,1,26,26,0,0,DE
3523,2,26,26,0,0,DE
3524,3,26,26,0,0,DE
3525,2,26,26,0,0,DE
3526,1,26,26,0,0,DE
3527,3,26,26,0,0,DE
3528,1,26,25,1,0,DE
3529,1,26,26,0,0,DE
3530,1,26,26,0,0,DE
3531,3,26,26,0,0,DE
3532,11,26,24,0,0,IS
3533,19,25,18,0,2,CN
3534,11,25,23,0,0,US
3535,22,25,14,11,0,US
3536,4,25,25,0,0,US
3537,23,25,14,0,8,US
3538,14,25,21,0,0,US
3539,21,25,6,0,16,US
3540,14,25,12,1,0,US
3541,8,25,20,1,0,US
3542,13,25,21,0,0,US
3543,12,25,19,2,0,US
3544,16,25,15,0,0,US
3545,11,25,14,1,1,US
3546,16,25,19,0,0,US
3547,13,25,21,1,0,US
3548,11,25,11,0,3,US
3549,15,25,14,0,0,US
3550,15,25,21,0,0,US
3551,11,25,17,0,0,US
3552,16,25,19,0,1,US
3553,11,25,23,0,1,US
3554,13,25,15,0,0,US
3555,3,25,23,0,0,US
3556,11,25,19,0,0,US
3557,16,25,15,0,8,US
3558,25,25,25,0,0,JP
3559,24,25,25,0,0,JP
3560,12,25,17,7,1,US
3561,9,25,20,0,0,US
3562,11,25,21,0,0,US
3563,18,25,4,0,0,US
3564,20,25,22,0,0,CA
3565,1,25,25,0,0,CN
3566,1,25,9,0,0,CN
3567,4,25,23,1,0,US
3568,1,25,0,0,0,NL
3569,13,25,11,0,0,NL
3570,6,25,25,0,0,US
3571,2,25,24,0,0,US
3572,11,25,13,0,6,DE
3573,11,25,25,0,0,US
3574,25,25,22,0,0,US
3575,20,25,19,0,2,US
3576,13,25,20,0,5,US
3577,19,25,19,0,6,US
3578,6,25,22,0,0,US
3579,17,25,25,0,0,US
3580,18,25,23,0,0,US
3581,18,25,21,0,2,US
3582,18,25,19,0,0,US
3583,13,25,22,0,0,US
3584,10,25,20,0,0,US
3585,16,25,21,0,0,US
3586,15,25,9,2,1,US
3587,20,25,22,0,1,US
3588,14,25,18,0,0,IN
3589,15,25,21,0,1,RO
3590,5,25,23,1,0,FR
3591,18,25,17,1,0,US
3592,13,25,22,1,0,PE
3593,9,25,24,0,0,PE
3594,3,25,25,0,0,RU
3595,22,25,19,1,0,US
3596,8,25,23,0,2,US
3597,7,25,24,0,0,PR
3598,17,25,23,0,0,AR
3599,9,25,24,0,0,HK
3600,2,25,25,0,0,AU
3601,19,25,21,0,0,JP
3602,7,25,24,0,0,AU
3603,11,25,24,0,0,US
3604,14,25,24,0,0,CA
3605,9,25,24,0,0,US
3606,25,25,24,0,1,US
3607,11,25,25,0,0,US
3608,14,25,25,0,0,JP
3609,15,25,25,0,0,IN
3610,10,25,17,0,0,US
3611,1,25,25,0,0,SK
3612,6,25,19,0,2,US
3613,13,25,25,0,0,ZA
3614,3,25,25,0,0,US
3615,1,25,19,0,0,US
3616,17,25,19,2,0,US
3617,16,25,13,0,0,US
3618,18,25,17,0,8,US
3619,2,25,24,0,1,US
3620,23,25,24,0,0,US
3621,18,25,25,0,0,NL
3622,7,25,24,0,0,TW
3623,19,25,21,0,3,TW
3624,19,25,25,0,0,US
3625,19,25,24,0,0,US
3626,13,25,21,0,0,US
3627,2,25,25,0,0,US
3628,9,25,19,0,1,US
3629,11,25,22,0,0,US
3630,4,25,23,0,1,BE
3631,4,25,4,0,0,BE
